requestor,action_name,action,action_match,task_id,trial
assistant,book_reservation,"book_reservation(user_id=mohamed_silva_9265, origin=JFK, destination=SFO, flight_type=round_trip, cabin=business, flights=[{'flight_number': 'HAT023', 'date': '2024-05-26'}, {'flight_number': 'HAT204', 'date': '2024-05-28'}, {'flight_number': 'HAT100', 'date': '2024-05-28'}], passengers=[{'first_name': 'Mohamed', 'last_name': 'Silva', 'dob': '1960-11-26'}, {'first_name': 'Raj', 'last_name': 'Sanchez', 'dob': '1986-09-12'}, {'first_name': 'Liam', 'last_name': 'Wilson', 'dob': '1980-03-27'}], payment_methods=[{'payment_id': 'certificate_3765853', 'amount': 500}, {'payment_id': 'gift_card_8020792', 'amount': 198}, {'payment_id': 'gift_card_6136092', 'amount': 129}, {'payment_id': 'credit_card_2198526', 'amount': 1786}], total_baggages=0, nonfree_baggages=0, insurance=no)",False,14,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=FQ8APE, cabin=economy, flights=[{'flight_number': 'HAT056', 'date': '2024-05-25'}, {'flight_number': 'HAT138', 'date': '2024-05-25'}], payment_id=gift_card_8190333)",False,17,0
assistant,update_reservation_passengers,"update_reservation_passengers(reservation_id=FQ8APE, passengers=[{'first_name': 'Omar', 'last_name': 'Rossi', 'dob': '1970-06-06'}])",True,17,0
assistant,update_reservation_baggages,"update_reservation_baggages(reservation_id=FQ8APE, total_baggages=3, nonfree_baggages=0, payment_id=gift_card_8190333)",False,17,0
assistant,cancel_reservation,cancel_reservation(reservation_id=Z7GOZK),True,19,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=JG7FMM, cabin=economy, flights=[{'flight_number': 'HAT028', 'date': '2024-05-21'}, {'flight_number': 'HAT277', 'date': '2024-05-21'}], payment_id=credit_card_2929732)",True,18,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=2FBBAH, cabin=economy, flights=[{'flight_number': 'HAT080', 'date': '2024-05-28'}, {'flight_number': 'HAT076', 'date': '2024-05-28'}, {'flight_number': 'HAT255', 'date': '2024-05-30'}, {'flight_number': 'HAT148', 'date': '2024-05-30'}], payment_id=gift_card_3481935)",False,18,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=X7BYG1, cabin=economy, flights=[{'flight_number': 'HAT232', 'date': '2024-05-24'}, {'flight_number': 'HAT228', 'date': '2024-05-24'}], payment_id=credit_card_2929732)",True,18,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=EQ1G6C, cabin=economy, flights=[{'flight_number': 'HAT084', 'date': '2024-05-23'}, {'flight_number': 'HAT175', 'date': '2024-05-23'}], payment_id=gift_card_6847880)",False,18,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=BOH180, cabin=economy, flights=[{'flight_number': 'HAT276', 'date': '2024-05-21'}, {'flight_number': 'HAT279', 'date': '2024-05-22'}], payment_id=credit_card_9525117)",True,18,0
assistant,book_reservation,"book_reservation(user_id=mia_li_3668, origin=JFK, destination=SEA, flight_type=one_way, cabin=economy, flights=[{'flight_number': 'HAT136', 'date': '2024-05-20'}, {'flight_number': 'HAT039', 'date': '2024-05-20'}], passengers=[{'first_name': 'Mia', 'last_name': 'Li', 'dob': '1990-04-05'}], payment_methods=[{'payment_id': 'certificate_7504069', 'amount': 250}, {'payment_id': 'credit_card_4421486', 'amount': 5}], total_baggages=3, nonfree_baggages=0, insurance=no)",False,20,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=OBUT9V, cabin=economy, flights=[{'flight_number': 'HAT078', 'date': '2024-05-27'}, {'flight_number': 'HAT118', 'date': '2024-05-27'}, {'flight_number': 'HAT290', 'date': '2024-05-27'}, {'flight_number': 'HAT175', 'date': '2024-05-27'}], payment_id=gift_card_6276644)",False,21,0
assistant,update_reservation_baggages,"update_reservation_baggages(reservation_id=OBUT9V, total_baggages=2, nonfree_baggages=0, payment_id=gift_card_6276644)",False,21,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=FQ8APE, cabin=economy, flights=[{'flight_number': 'HAT056', 'date': '2024-05-25'}, {'flight_number': 'HAT138', 'date': '2024-05-25'}], payment_id=gift_card_8190333)",True,22,0
assistant,update_reservation_passengers,"update_reservation_passengers(reservation_id=FQ8APE, passengers=[{'first_name': 'Omar', 'last_name': 'Rossi', 'dob': '1970-06-06'}])",True,22,0
assistant,update_reservation_baggages,"update_reservation_baggages(reservation_id=FQ8APE, total_baggages=3, nonfree_baggages=0, payment_id=gift_card_8190333)",True,22,0
assistant,cancel_reservation,cancel_reservation(reservation_id=K1NW8N),True,23,0
assistant,book_reservation,"book_reservation(user_id=mohamed_silva_9265, origin=JFK, destination=SFO, flight_type=round_trip, cabin=business, flights=[{'flight_number': 'HAT023', 'date': '2024-05-26'}, {'flight_number': 'HAT204', 'date': '2024-05-28'}, {'flight_number': 'HAT100', 'date': '2024-05-28'}], passengers=[{'first_name': 'Mohamed', 'last_name': 'Silva', 'dob': '1960-11-26'}], payment_methods=[{'payment_id': 'certificate_3765853', 'amount': 500}, {'payment_id': 'gift_card_8020792', 'amount': 198}, {'payment_id': 'gift_card_6136092', 'amount': 129}, {'payment_id': 'credit_card_2198526', 'amount': 44}], total_baggages=0, nonfree_baggages=0, insurance=no)",False,23,0
assistant,book_reservation,"book_reservation(user_id=mohamed_silva_9265, origin=JFK, destination=SFO, flight_type=round_trip, cabin=business, flights=[{'flight_number': 'HAT023', 'date': '2024-05-26'}, {'flight_number': 'HAT204', 'date': '2024-05-28'}, {'flight_number': 'HAT100', 'date': '2024-05-28'}], passengers=[{'first_name': 'Aarav', 'last_name': 'Sanchez', 'dob': '1986-09-12'}], payment_methods=[{'payment_id': 'certificate_9984806', 'amount': 250}, {'payment_id': 'credit_card_2198526', 'amount': 621}], total_baggages=0, nonfree_baggages=0, insurance=no)",False,23,0
assistant,book_reservation,"book_reservation(user_id=mohamed_silva_9265, origin=JFK, destination=SFO, flight_type=round_trip, cabin=business, flights=[{'flight_number': 'HAT023', 'date': '2024-05-26'}, {'flight_number': 'HAT204', 'date': '2024-05-28'}, {'flight_number': 'HAT100', 'date': '2024-05-28'}], passengers=[{'first_name': 'Evelyn', 'last_name': 'Wilson', 'dob': '1980-03-27'}], payment_methods=[{'payment_id': 'certificate_2765295', 'amount': 250}, {'payment_id': 'credit_card_2198526', 'amount': 621}], total_baggages=0, nonfree_baggages=0, insurance=no)",False,23,0
assistant,book_reservation,"book_reservation(user_id=mia_kim_4397, origin=JFK, destination=SEA, flight_type=round_trip, cabin=basic_economy, flights=[{'flight_number': 'HAT069', 'date': '2024-05-20'}, {'flight_number': 'HAT276', 'date': '2024-05-25'}], passengers=[{'first_name': 'Mia', 'last_name': 'Kim', 'dob': '1965-06-09'}], payment_methods=[{'payment_id': 'gift_card_7359776', 'amount': 39}, {'payment_id': 'gift_card_7773485', 'amount': 67}], total_baggages=1, nonfree_baggages=0, insurance=no)",False,24,0
assistant,book_reservation,"book_reservation(user_id=ivan_muller_7015, origin=DTW, destination=SEA, flight_type=one_way, cabin=economy, flights=[{'flight_number': 'HAT097', 'date': '2024-05-17'}, {'flight_number': 'HAT251', 'date': '2024-05-17'}], passengers=[{'first_name': 'Ivan', 'last_name': 'Smith', 'dob': '1986-03-14'}], payment_methods=[{'payment_id': 'gift_card_8516878', 'amount': 128}, {'payment_id': 'credit_card_3563913', 'amount': 247}], total_baggages=0, nonfree_baggages=0, insurance=no)",False,25,0
assistant,get_user_details,get_user_details(user_id=ethan_martin_2396),True,27,0
assistant,send_certificate,"send_certificate(user_id=ethan_martin_2396, amount=150)",True,27,0
assistant,get_reservation_details,get_reservation_details(reservation_id=VA5SGQ),True,29,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=VA5SGQ, cabin=economy, flights=[{'flight_number': 'HAT169', 'date': '2024-05-17'}, {'flight_number': 'HAT033', 'date': '2024-05-19'}], payment_id=credit_card_8003957)",False,29,0
assistant,update_reservation_baggages,"update_reservation_baggages(reservation_id=VA5SGQ, total_baggages=1, nonfree_baggages=0, payment_id=credit_card_8003957)",False,29,0
assistant,get_reservation_details,get_reservation_details(reservation_id=1N99U6),True,30,0
assistant,search_direct_flight,"search_direct_flight(origin=LAS, destination=IAH, date=2024-05-19)",True,30,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=1N99U6, cabin=economy, flights=[{'flight_number': 'HAT266', 'date': '2024-05-19'}, {'flight_number': 'HAT112', 'date': '2024-05-27'}], payment_id=gift_card_5634230)",True,30,0
assistant,get_user_details,get_user_details(user_id=ivan_rossi_8555),True,32,0
assistant,get_reservation_details,get_reservation_details(reservation_id=OWZ4XL),True,32,0
assistant,search_direct_flight,"search_direct_flight(origin=EWR, destination=LAX, date=2024-05-21)",False,32,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=OWZ4XL, cabin=economy, flights=[{'flight_number': 'HAT202', 'date': '2024-05-21'}, {'flight_number': 'HAT232', 'date': '2024-05-21'}], payment_id=credit_card_9659780)",False,32,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=OWZ4XL, cabin=economy, flights=[{'flight_number': 'HAT041', 'date': '2024-05-21'}], payment_id=credit_card_9659780)",False,32,0
assistant,get_reservation_details,get_reservation_details(reservation_id=HXDUBJ),True,33,0
assistant,search_direct_flight,"search_direct_flight(origin=IAH, destination=SFO, date=2024-05-19)",True,33,0
assistant,search_direct_flight,"search_direct_flight(origin=SFO, destination=IAH, date=2024-05-21)",False,33,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=HXDUBJ, cabin=economy, flights=[{'flight_number': 'HAT072', 'date': '2024-05-19'}, {'flight_number': 'HAT278', 'date': '2024-05-23'}], payment_id=gift_card_6941833)",False,33,0
assistant,update_reservation_baggages,"update_reservation_baggages(reservation_id=HXDUBJ, total_baggages=2, nonfree_baggages=2, payment_id=gift_card_6941833)",False,33,0
assistant,book_reservation,"book_reservation(user_id=aarav_ahmed_6699, origin=JFK, destination=SFO, flight_type=one_way, cabin=economy, flights=[{'flight_number': 'HAT069', 'date': '2024-05-24'}, {'flight_number': 'HAT258', 'date': '2024-05-24'}], passengers=[{'first_name': 'Aarav', 'last_name': 'Ahmed', 'dob': '1985-04-04'}], payment_methods=[{'payment_id': 'credit_card_9074831', 'amount': 290}], total_baggages=0, nonfree_baggages=0, insurance=no)",False,35,0
assistant,get_reservation_details,get_reservation_details(reservation_id=EUJUY6),True,36,0
assistant,get_user_details,get_user_details(user_id=noah_muller_9847),True,38,0
assistant,get_reservation_details,get_reservation_details(reservation_id=4OG6T3),True,38,0
assistant,send_certificate,"send_certificate(user_id=noah_muller_9847, amount=50)",False,38,0
assistant,cancel_reservation,cancel_reservation(reservation_id=NQNU5R),True,37,0
assistant,get_reservation_details,get_reservation_details(reservation_id=M20IZO),True,37,0
assistant,search_direct_flight,"search_direct_flight(origin=JFK, destination=ATL, date=2024-05-22)",False,37,0
assistant,search_direct_flight,"search_direct_flight(origin=ATL, destination=MCO, date=2024-05-22)",False,37,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=M20IZO, cabin=business, flights=[{'flight_number': 'HAT268', 'date': '2024-05-22'}, {'flight_number': 'HAT010', 'date': '2024-05-22'}], payment_id=credit_card_9074831)",True,37,0
assistant,get_reservation_details,get_reservation_details(reservation_id=3RK2T9),True,40,0
assistant,update_reservation_passengers,"update_reservation_passengers(reservation_id=3RK2T9, passengers=[{'first_name': 'Anya', 'last_name': 'Garcia', 'dob': '1992-11-12'}, {'first_name': 'Mei', 'last_name': 'Garcia', 'dob': '1989-12-13'}])",True,40,0
assistant,get_user_details,get_user_details(user_id=amelia_davis_8890),True,41,0
assistant,get_reservation_details,get_reservation_details(reservation_id=8C8K4E),True,41,0
assistant,get_reservation_details,get_reservation_details(reservation_id=UDMOP1),True,41,0
assistant,get_reservation_details,get_reservation_details(reservation_id=XAZ3C0),True,41,0
assistant,get_reservation_details,get_reservation_details(reservation_id=LU15PA),True,41,0
assistant,get_reservation_details,get_reservation_details(reservation_id=MSJ4OA),True,41,0
assistant,get_reservation_details,get_reservation_details(reservation_id=I6M8JQ),True,41,0
assistant,get_reservation_details,get_reservation_details(reservation_id=4XGCCM),True,41,0
assistant,get_user_details,get_user_details(user_id=amelia_davis_8890),True,39,0
assistant,get_reservation_details,get_reservation_details(reservation_id=8C8K4E),True,39,0
assistant,get_reservation_details,get_reservation_details(reservation_id=UDMOP1),True,39,0
assistant,get_reservation_details,get_reservation_details(reservation_id=XAZ3C0),True,39,0
assistant,get_reservation_details,get_reservation_details(reservation_id=LU15PA),True,39,0
assistant,get_reservation_details,get_reservation_details(reservation_id=MSJ4OA),True,39,0
assistant,get_reservation_details,get_reservation_details(reservation_id=I6M8JQ),True,39,0
assistant,get_reservation_details,get_reservation_details(reservation_id=4XGCCM),True,39,0
assistant,cancel_reservation,cancel_reservation(reservation_id=8C8K4E),True,39,0
assistant,cancel_reservation,cancel_reservation(reservation_id=LU15PA),True,39,0
assistant,cancel_reservation,cancel_reservation(reservation_id=MSJ4OA),False,39,0
assistant,get_user_details,get_user_details(user_id=sophia_martin_4574),True,42,0
assistant,get_reservation_details,get_reservation_details(reservation_id=MFRB94),True,42,0
assistant,get_reservation_details,get_reservation_details(reservation_id=PUNERT),True,42,0
assistant,get_reservation_details,get_reservation_details(reservation_id=HSR97W),True,42,0
assistant,get_reservation_details,get_reservation_details(reservation_id=SE9KEL),True,42,0
assistant,get_reservation_details,get_reservation_details(reservation_id=FDZ0T5),True,42,0
assistant,get_reservation_details,get_reservation_details(reservation_id=HTR26G),True,42,0
assistant,get_reservation_details,get_reservation_details(reservation_id=5BGGWZ),True,42,0
assistant,cancel_reservation,cancel_reservation(reservation_id=FDZ0T5),True,42,0
assistant,cancel_reservation,cancel_reservation(reservation_id=HSR97W),True,42,0
assistant,get_user_details,get_user_details(user_id=sophia_silva_7557),True,44,0
assistant,get_reservation_details,get_reservation_details(reservation_id=NM1VX1),True,44,0
assistant,get_reservation_details,get_reservation_details(reservation_id=KC18K6),True,44,0
assistant,get_reservation_details,get_reservation_details(reservation_id=S61CZX),True,44,0
assistant,get_reservation_details,get_reservation_details(reservation_id=H8Q05L),True,44,0
assistant,get_reservation_details,get_reservation_details(reservation_id=WUNA5K),True,44,0
assistant,search_direct_flight,"search_direct_flight(origin=MSP, destination=EWR, date=2024-05-25)",False,44,0
assistant,search_direct_flight,"search_direct_flight(origin=EWR, destination=MSP, date=2024-05-27)",False,44,0
assistant,search_direct_flight,"search_direct_flight(origin=MSP, destination=EWR, date=2024-05-21)",False,44,0
assistant,search_direct_flight,"search_direct_flight(origin=EWR, destination=CLT, date=2024-05-21)",False,44,0
assistant,search_direct_flight,"search_direct_flight(origin=LAX, destination=EWR, date=2024-05-23)",False,44,0
assistant,search_direct_flight,"search_direct_flight(origin=EWR, destination=CLT, date=2024-05-24)",False,44,0
assistant,search_direct_flight,"search_direct_flight(origin=CLT, destination=EWR, date=2024-05-24)",False,44,0
assistant,search_direct_flight,"search_direct_flight(origin=EWR, destination=LAX, date=2024-05-25)",False,44,0
assistant,search_direct_flight,"search_direct_flight(origin=JFK, destination=ATL, date=2024-05-24)",False,44,0
assistant,search_direct_flight,"search_direct_flight(origin=ORD, destination=PHL, date=2024-05-10)",False,44,0
assistant,cancel_reservation,cancel_reservation(reservation_id=S61CZX),False,44,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=NM1VX1, cabin=business, flights=[{'flight_number': 'HAT300', 'date': '2024-05-25'}, {'flight_number': 'HAT208', 'date': '2024-05-27'}], payment_id=credit_card_4196779)",False,44,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=H8Q05L, cabin=business, flights=[{'flight_number': 'HAT268', 'date': '2024-05-24'}], payment_id=credit_card_4196779)",False,44,0
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=KC18K6, cabin=business, flights=[{'flight_number': 'HAT300', 'date': '2024-05-21'}, {'flight_number': 'HAT215', 'date': '2024-05-21'}], payment_id=credit_card_4196779)",False,44,0
assistant,get_user_details,get_user_details(user_id=mohamed_hernandez_5188),True,43,0
assistant,get_reservation_details,get_reservation_details(reservation_id=35V5SM),True,43,0
assistant,get_reservation_details,get_reservation_details(reservation_id=XXDC1M),True,43,0
assistant,get_reservation_details,get_reservation_details(reservation_id=V5EMZH),True,43,0
assistant,get_reservation_details,get_reservation_details(reservation_id=D1EW9B),True,43,0
assistant,get_reservation_details,get_reservation_details(reservation_id=9HBUV8),True,43,0
assistant,get_reservation_details,get_reservation_details(reservation_id=PEP4E0),True,45,0
assistant,get_reservation_details,get_reservation_details(reservation_id=H8Q05L),True,47,0
assistant,get_reservation_details,get_reservation_details(reservation_id=3RK2T9),True,48,0
assistant,get_reservation_details,get_reservation_details(reservation_id=3RK2T9),True,49,0
assistant,get_user_details,get_user_details(user_id=raj_sanchez_7340),True,1,1
assistant,get_reservation_details,get_reservation_details(reservation_id=Q69X3R),True,1,1
assistant,get_reservation_details,get_reservation_details(reservation_id=JMO1MG),True,3,1
assistant,get_user_details,get_user_details(user_id=anya_garcia_5901),True,3,1
assistant,get_user_details,get_user_details(user_id=noah_muller_9847),True,2,1
assistant,get_reservation_details,get_reservation_details(reservation_id=SDZQKO),False,2,1
assistant,get_reservation_details,get_reservation_details(reservation_id=4OG6T3),True,2,1
assistant,send_certificate,"send_certificate(user_id=noah_muller_9847, amount=50)",False,2,1
assistant,get_user_details,get_user_details(user_id=sophia_silva_7557),True,4,1
assistant,get_reservation_details,get_reservation_details(reservation_id=NM1VX1),True,4,1
assistant,get_reservation_details,get_reservation_details(reservation_id=KC18K6),True,4,1
assistant,get_reservation_details,get_reservation_details(reservation_id=S61CZX),True,4,1
assistant,get_reservation_details,get_reservation_details(reservation_id=H8Q05L),True,4,1
assistant,get_reservation_details,get_reservation_details(reservation_id=WUNA5K),True,4,1
assistant,get_user_details,get_user_details(user_id=mei_brown_7075),True,5,1
assistant,get_reservation_details,get_reservation_details(reservation_id=PEP4E0),True,6,1
assistant,get_reservation_details,get_reservation_details(reservation_id=XEHM4B),True,7,1
assistant,get_reservation_details,get_reservation_details(reservation_id=59XX6W),True,7,1
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=XEHM4B, cabin=economy, flights=[{'flight_number': 'HAT005', 'date': '2024-05-20'}, {'flight_number': 'HAT178', 'date': '2024-05-30'}], payment_id=credit_card_2408938)",True,7,1
assistant,cancel_reservation,cancel_reservation(reservation_id=XEHM4B),False,7,1
assistant,cancel_reservation,cancel_reservation(reservation_id=59XX6W),False,7,1
assistant,get_user_details,get_user_details(user_id=sophia_silva_7557),True,8,1
assistant,get_reservation_details,get_reservation_details(reservation_id=WUNA5K),True,8,1
assistant,search_direct_flight,"search_direct_flight(origin=ORD, destination=PHL, date=2024-05-26)",True,8,1
assistant,book_reservation,"book_reservation(user_id=sophia_silva_7557, origin=ORD, destination=PHL, flight_type=one_way, cabin=economy, flights=[{'flight_number': 'HAT271', 'date': '2024-05-26'}], passengers=[{'first_name': 'Sophia', 'last_name': 'Silva', 'dob': '1957-10-05'}, {'first_name': 'Kevin', 'last_name': 'Smith', 'dob': '2001-04-12'}], payment_methods=[{'payment_id': 'certificate_8045380', 'amount': 348}], total_baggages=0, nonfree_baggages=0, insurance=no)",True,8,1
assistant,cancel_reservation,cancel_reservation(reservation_id=NQNU5R),True,9,1
assistant,search_direct_flight,"search_direct_flight(origin=JFK, destination=MCO, date=2024-05-22)",True,9,1
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=GV1N64, cabin=basic_economy, flights=[{'flight_number': 'HAT003', 'date': '2024-05-19'}, {'flight_number': 'HAT290', 'date': '2024-05-20'}], payment_id=gift_card_1642017)",True,11,1
assistant,transfer_to_human_agents,transfer_to_human_agents(summary=User wants to change my upcoming one stop flight from ATL to LAX within reservation XEWRD9 to a nonstop flight from ATL to LAS (Las Vegas). Origin and destination of a reservation cannot be modified.),False,13,1
assistant,get_reservation_details,get_reservation_details(reservation_id=YAX4DR),True,12,1
assistant,search_direct_flight,"search_direct_flight(origin=BOS, destination=MCO, date=2024-05-18)",False,12,1
assistant,search_direct_flight,"search_direct_flight(origin=MCO, destination=MSP, date=2024-05-19)",False,12,1
assistant,calculate,calculate(expression=2 * ((350 - 122) + (499 - 127))),False,12,1
assistant,update_reservation_baggages,"update_reservation_baggages(reservation_id=YAX4DR, total_baggages=2, nonfree_baggages=0, payment_id=credit_card_4938634)",True,12,1
assistant,cancel_reservation,cancel_reservation(reservation_id=K1NW8N),True,14,1
assistant,book_reservation,"book_reservation(user_id=mohamed_silva_9265, origin=JFK, destination=SFO, flight_type=round_trip, cabin=business, flights=[{'flight_number': 'HAT023', 'date': '2024-05-26'}, {'flight_number': 'HAT204', 'date': '2024-05-28'}, {'flight_number': 'HAT100', 'date': '2024-05-28'}], passengers=[{'first_name': 'Mohamed', 'last_name': 'Silva', 'dob': '1960-11-26'}, {'first_name': 'Raj', 'last_name': 'Sanchez', 'dob': '1986-09-12'}, {'first_name': 'Liam', 'last_name': 'Wilson', 'dob': '1980-03-27'}], payment_methods=[{'payment_id': 'certificate_3765853', 'amount': 500}, {'payment_id': 'gift_card_8020792', 'amount': 198}, {'payment_id': 'gift_card_6136092', 'amount': 129}, {'payment_id': 'credit_card_2198526', 'amount': 1786}], total_baggages=0, nonfree_baggages=0, insurance=no)",False,14,1
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=M05KNL, cabin=economy, flights=[{'flight_number': 'HAT110', 'date': '2024-05-24'}, {'flight_number': 'HAT172', 'date': '2024-05-24'}], payment_id=gift_card_8887175)",False,16,1
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=M05KNL, cabin=economy, flights=[{'flight_number': 'HAT110', 'date': '2024-05-24'}, {'flight_number': 'HAT172', 'date': '2024-05-24'}], payment_id=gift_card_8887175)",True,15,1
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=FQ8APE, cabin=economy, flights=[{'flight_number': 'HAT056', 'date': '2024-05-25'}, {'flight_number': 'HAT138', 'date': '2024-05-25'}], payment_id=gift_card_8190333)",True,17,1
assistant,update_reservation_passengers,"update_reservation_passengers(reservation_id=FQ8APE, passengers=[{'first_name': 'Omar', 'last_name': 'Rossi', 'dob': '1970-06-06'}])",True,17,1
assistant,update_reservation_baggages,"update_reservation_baggages(reservation_id=FQ8APE, total_baggages=3, nonfree_baggages=0, payment_id=gift_card_8190333)",False,17,1
assistant,cancel_reservation,cancel_reservation(reservation_id=Z7GOZK),True,19,1
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=JG7FMM, cabin=economy, flights=[{'flight_number': 'HAT028', 'date': '2024-05-21'}, {'flight_number': 'HAT277', 'date': '2024-05-21'}], payment_id=credit_card_2929732)",True,18,1
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=2FBBAH, cabin=economy, flights=[{'flight_number': 'HAT080', 'date': '2024-05-28'}, {'flight_number': 'HAT076', 'date': '2024-05-28'}, {'flight_number': 'HAT255', 'date': '2024-05-30'}, {'flight_number': 'HAT148', 'date': '2024-05-30'}], payment_id=gift_card_3481935)",True,18,1
assistant,update_reservation_flights,"update_reservation_flights(reservation_id=X7BYG1, cabin=economy, flights=[{'flight_number': 'HAT232', 'date': '2024-05-24'}, {'flight_number': 'HAT228', 'date': '2024-05-24'}], payment_id=credit_card_2929732)",True,18,1
